idprojeto,nuacao,nmacao,dsacao,dtinicio,dtfim,vlrecucacb,vlrecuentidecon,vlrecuentidfina,vlrecucontrapar,vlrecutotal,stacao,aprovacao_previa,centro_custo,centro_custo_adm,idtipo,nome_responsavel,telefone_responsavel,email_responsavel,dtinicio_realizada,dtfim_realizada,dtaprova_encerra_analista,dtaprova_encerra_entidadeprop,dtaprova_encerra_entidadeexec,motivo_encerramento,iddocscomprobatorios,iddocsencerramento,idmodelosimpressao,dtinicio_nova_previsao,dtfim_nova_previsao,comentario
10,6,Visitas Técnicas,"Com o objetivo de complementar os conhecimentos adquiridos através dos treiametos o úcleo pretede vistar oficinas, empresas fornecedoras de autopeças, e feiras onde poderão ver a utilização desta tecnologia. Como segue: - Salão do Automóvel De São Paulo. - Auto Parck São Paulo - General Motors – Gravataí RS - E outras visitas a serem definidas pelo grupo no decorrer dos treiamentos.",2013-09-30,2014-12-15,10222.72,4888.64,4888.64,9777.28,20000.00,con,,,,,,,,,,,,,,,,,2013-09-30,2014-12-15,
11,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,2537.77,0.00,0.00,0.00,2537.77,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
11,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,5075.55,0.00,0.00,0.00,5075.55,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
11,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,2537.77,0.00,0.00,0.00,2537.77,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
11,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,2537.77,0.00,0.00,0.00,2537.77,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
11,5,Marketing para nova linha de produtos,"Elaborar e distribuir material de divulgação, visando facilitar o acesso ao mercado atingindo profissionais da área",2013-08-01,2013-12-31,1120.00,440.00,440.00,880.00,2000.00,con,,,,,,,,,,,,,,,,,2013-08-01,2013-12-31,
11,6,Capacitação Técnica – Nova linha de produtos,"Capacitação técnica para profissionais, visando à implantação da área veterinária nas farmácias de manipulação.",2013-09-01,2013-12-31,1680.00,660.00,660.00,1320.00,3000.00,con,,,,,,,,,,,,,,,,,2013-09-01,2013-12-31,
11,7,Evento para inicio das atividades,Organizar um evento para iniciar oficialmente a atividade com novos produtos na área veterinária.,2014-02-01,2014-06-30,672.00,264.00,264.00,528.00,1200.00,con,,,,,,,,,,,,,,,,,2014-02-01,2014-06-30,
11,8,Capacitações técnicas especificas,"Organizar e viabilizar capacitações técnicas para profissionais nucleados abordando as diversas áreas das farmácias, visando aperfeiçoar o conhecimento.",2014-04-01,2014-12-31,14000.00,5500.00,5500.00,11000.00,25000.00,con,,,,,,,,,,,,,,,,,2014-04-01,2014-12-31,
11,9,Capacitação administrativa e técnica farmacêutica,"Viabilizar um plano de capacitação de 18 meses nas áreas administrativas e técnicas para os profissionais da área farmacêutica, visando o aperfeiçoamento das competências e o desenvolvimento dos empreendimentos.",2013-08-01,2015-02-28,40896.91,5583.09,36520.00,42103.09,83000.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-02-28,
12,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,4777.77,0.00,0.00,0.00,4777.77,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
12,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,9555.55,0.00,0.00,0.00,9555.55,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
12,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,4777.77,0.00,0.00,0.00,4777.77,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
12,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,4777.77,0.00,0.00,0.00,4777.77,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
12,5,Implantação de novos produtos e/ou serviços,Identificar e oportunizar a implantação de novos serviços e/ou produtos potenciais visando aumento de mercado.,2013-09-01,2015-06-30,8400.00,3300.00,3300.00,6600.00,15000.00,con,,,,,,,,,,,,,,,,,2013-09-01,2015-06-30,
12,6,Marketing para novos produtos e/ou serviços,"Realizar planejamento de marketing, individualizado buscando a melhor estratégia para divulgação de novos e/ou serviços implantados.",2014-02-01,2015-06-30,0.00,0.01,0.00,0.01,0.01,con,,,,,,,,,,,,,,,,,2014-02-01,2015-06-30,
12,7,Gestão de custos,Identificar as necessidades e capacitar gestores e colaboradores em relação a gestão de custos das empresas nucleadas por meio de consultorias e assessorias individualizadas nas empresas envolvidas.,2014-02-01,2014-12-31,0.00,0.01,0.00,0.01,0.01,con,,,,,,,,,,,,,,,,,2014-02-01,2014-12-31,
12,8,Capacitações técnicas e administrativas,Organizar e viabilizar capacitações técnicas e administrativas para o aperfeiçoamento do conhecimento de gestores e colaboradores.,2013-10-01,2015-06-30,101488.90,35224.40,63286.65,98511.05,199999.95,con,,,,,,,,,,,,,,,,,2013-10-01,2015-06-30,
13,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-05,2013-09-06,800.00,0.00,0.00,0.00,800.00,con,,,,,,,,,,,,,,,,,2013-08-05,2013-09-06,
13,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-05,2015-04-13,1600.00,0.00,0.00,0.00,1600.00,con,,,,,,,,,,,,,,,,,2013-08-05,2015-04-13,
13,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-05,2015-04-13,800.00,0.00,0.00,0.00,800.00,con,,,,,,,,,,,,,,,,,2013-08-05,2015-04-13,
13,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-05,2015-04-17,800.00,0.00,0.00,0.00,800.00,con,,,,,,,,,,,,,,,,,2013-08-05,2015-04-17,
13,5,Aprimoramento de técnicas de produção,Realização de evento micro regional para difundir as melhores práticas apícolas no momento.,2013-10-01,2014-11-28,2350.00,1000.00,1650.00,2650.00,5000.00,con,,,,,,,,,,,,,,,,,2013-10-01,2014-11-28,
13,6,Aumentar a Produção de Mel,"Promover encontros técnicos com universidades, centros de pesquisas avançadas e movimentos para incentivar o plantio de mudas de plantas com potencial melífero.",2013-10-01,2014-11-29,0.00,2150.00,262.12,2412.12,2412.12,con,,,,,,,,,,,,,,,,,2013-10-01,2014-11-29,
13,7,Melhorar o desempenho empreendedor e técnico,"Realizar cursos de capacitação técnica (Apicultura,) e gestão de processos empresariais (custos de produtos, finanças, marketing)",2013-09-02,2014-11-28,5150.00,2000.00,2350.00,4350.00,9500.00,con,,,,,,,,,,,,,,,,,2013-09-02,2014-11-28,
13,8,Melhoria de processos e inovações,Realizar caravanas para encontros ou eventos sobre apicultura para adquirir conhecimentos técnicos,2013-10-01,2014-11-14,8550.00,4600.00,5937.88,10537.88,19087.88,con,,,,,,,,,,,,,,,,,2013-10-01,2014-11-14,
14,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,3111.11,0.00,0.00,0.00,3111.11,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
14,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-30,6222.22,0.00,0.00,0.00,6222.22,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-30,
14,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,3111.11,0.00,0.00,0.00,3111.11,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
14,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,3111.11,0.00,0.00,0.00,3111.11,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
14,5,Consultoria Especializada em Gestão Organizacional,"Realização de uma Consultoria Especializada e Individualizada para as empreas envolvidas, visando apontar melhorias oportunidades de melhoria na Gestão Organizacional.",2013-10-20,2015-03-25,9990.00,0.00,0.00,0.00,9990.00,con,,,,,,,,,,,,,,,,,2013-10-20,2015-03-25,
14,6,Missão Técnica,"Organizar e viabilizar uma missão técnica internacional para Feira Hanover na Alemanha visando conhecer, aperfeiçoar e viabilizar a implantação de novos modelos produtivos para maximizar a eficácia produtiva.",2013-11-29,2014-07-29,31155.56,12711.11,16133.33,28844.44,60000.00,con,,,,,,,,,,,,,,,,,2013-11-29,2014-07-29,
14,7,Consultoria especializada em processos produtivos,Realização de uma consultoria especializada e individualizada em processos produtivos visando aumentar a produtividade.,2014-03-25,2015-07-31,30410.00,21511.11,18088.89,39600.00,70010.00,con,,,,,,,,,,,,,,,,,2014-03-25,2015-07-31,
15,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,2404.00,0.00,0.00,0.00,2404.00,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
15,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,4808.00,0.00,0.00,0.00,4808.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
15,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,2404.00,0.00,0.00,0.00,2404.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
15,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,2404.00,0.00,0.00,0.00,2404.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
15,5,Palestra o que é inovar em TIC,"Realizar palestra para apresentar conceitos básicos de inovação e sobre tudo apresentar o que é inovar em empresas de TIC, mostrando exemplos, aplicações e casos de sucesso do mercado.",2013-08-01,2013-09-10,4513.49,550.00,3786.50,4336.50,8849.99,con,,,,,,,,,,,,,,,,,2013-08-01,2013-09-10,
15,6,Participação na RIO INFO 2013,"Participação na feira RioInfo no Rio de Janeiro nos dias 17, 18 e 19 de Setembro de 2013.",2013-08-15,2013-09-22,6417.50,2768.33,3397.50,6165.83,12583.33,con,,,,,,,,,,,,,,,,,2013-08-15,2013-09-22,
15,7,Missão a Aceleradora de Empresas,Realizar uma visita à aceleradora de empresa 21212 no Rio de Janeiro.,2013-08-15,2013-09-22,3612.50,1558.33,1912.50,3470.83,7083.33,con,,,,,,,,,,,,,,,,,2013-08-15,2013-09-22,
15,8,Treinamento Bussiness Model Generation,O treinamento em Bussiness Model Generation oportunizará aos participantes aprimorar os processos do negócio e remodelar o valor gerado aos clientes.,2013-08-15,2013-09-22,4500.00,4462.33,1147.43,5609.76,10109.76,con,,,,,,,,,,,,,,,,,2013-08-15,2013-09-22,
15,9,Treinamento em Liderança nas Organizações com foco na Gestão da Inovação,"Preparar empresários e colaboradores para assumir maior grau de responsabilidade e cargos diretivos dentro das empresas participantes, permitindo maior eficácia na gestão da inovação.",2014-03-01,2014-04-15,8088.50,600.00,5885.07,6485.07,14573.57,con,,,,,,,,,,,,,,,,,2014-03-01,2014-04-15,
15,10,Workshop de Criatividade para Inovação,"Promover oficina de criatividade, realizando ações lúdicas para despertar a criatividade que é um aspecto crítico para a geração de novas ideias e por consequência a inovação.",2014-04-01,2014-05-30,5508.00,800.00,4492.00,5292.00,10800.00,con,,,,,,,,,,,,,,,,,2014-04-01,2014-05-30,
15,11,Consultoria em Processos de Gestão da Inovação,"Realizar de forma individual, encontros de consultoria com o objetivo de formatar o processo de gestão da inovação nas empresas participantes do NUBETEC.",2014-03-15,2014-07-30,28662.00,300.00,27238.00,27538.00,56200.00,con,,,,,,,,,,,,,,,,,2014-03-15,2014-07-30,
16,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,1716.00,0.00,0.00,0.00,1716.00,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
16,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,3432.00,0.00,0.00,0.00,3432.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
16,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,1716.00,0.00,0.00,0.00,1716.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
16,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,1716.00,0.00,0.00,0.00,1716.00,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
16,5,Workshop e Avaliação da Segurança dos Alimentos,"Sensibilizar os profissionais da área de alimentos e bebidas quanto à importância das Boas Práticas/APPCC, bem como realizar avaliação de 1 hora por empresa inserida no projeto.",2013-08-15,2013-09-30,1173.00,300.00,827.00,1127.00,2300.00,con,,,,,,,,,,,,,,,,,2013-08-15,2013-09-30,
16,6,Realização de visita técnica ao Hotel Escola do SESC/SENAC,Mostrar aos empresários da área de alimentos e hotelaria as melhores práticas de gestão alimentar e hoteleira.,2013-08-20,2013-09-30,5151.00,2600.00,2349.00,4949.00,10100.00,con,,,,,,,,,,,,,,,,,2013-08-20,2013-09-30,
16,7,Treinamento Qualidade no Atendimento ao Cliente em Restaurante,"aperfeiçoar os participantes para a busca da excelência no atendimento em restaurantes, visando maior satisfação dos clientes.",2013-08-20,2013-10-04,3315.00,300.00,2885.00,3185.00,6500.00,con,,,,,,,,,,,,,,,,,2013-08-20,2013-10-04,
16,8,Realização da 4ª Semana Gastronômica – Roteiro do Sabor,"Divulgar a diversidade e a qualidade dos produtos ofertados pelas empresas participantes do Núcleo Setorial, tornando-as uma alternativa de consumo gastronômico de qualidade no sudoeste do Paraná.",2013-09-15,2013-11-15,20400.00,6000.00,13600.00,19600.00,40000.00,con,,,,,,,,,,,,,,,,,2013-09-15,2013-11-15,
16,9,Promoção do Concurso Gastronômico,"Despertar em pessoas da sociedade local o interesse pela culinária, mostrando os diferentes estabelecimentos e cuidados a serem adotados no preparo de pratos.",2013-10-01,2013-11-20,3060.00,0.00,2940.00,2940.00,6000.00,con,,,,,,,,,,,,,,,,,2013-10-01,2013-11-20,
16,10,Treinamento em Manipulação de Alimentos,"Orientar os participantes quanto às técnicas e procedimentos no preparo e manipulação dos alimentos, em conformidade com as boas práticas.",2014-04-01,2014-05-30,1887.00,300.00,1513.00,1813.00,3700.00,con,,,,,,,,,,,,,,,,,2014-04-01,2014-05-30,
16,11,Treinamento em Atendimento para Garçom,"Desenvolver estratégias de atendimento conforme etiqueta profissional e direcionada ao perfil de cada cliente, melhorando a qualidade dos serviços do profissional da área.",2014-05-01,2014-06-30,2346.00,300.00,1954.00,2254.00,4600.00,con,,,,,,,,,,,,,,,,,2014-05-01,2014-06-30,
