idprojeto,idnucleo,nmprojeto,dtini,dtfim,dsobjetivo,vlcacb,vltotal,idbanco,dsagencia,dsconta,flcompleto,nuctr,operacao,termoadt,dspublicoalvo,dsresultado,dtassinaturaadt,flstatus,idgestorprojeto,vlcontrafinan,vlcontraecono,vlsubtotal,dsprojeto,nuduracao,identidadeprop,dsresultado2,dsresultado3,idprojeto_projeto_base,tipo_projeto,sistematica_financeira,forma_liberacao,orcamento_obrigatorio,identidadeexec,nmfantasia,dtini_realizada,dtfim_realizada,iddocsanexar,iddocsencerramento,idmodelosimpressao,dtfim_nova,dtini_nova,conta_tipo,pix_tipo,pix_chave,termino_solicitado,pj_restrito,premissas,id_projeto_classe,moeda_adicional,metas_vinculadas,financiamento_compartilhado,conta_corrente_cacb
1153,22484,Programa de Melhoria da Gestão das Propriedades Rurais - Da Cadeia do Agronegócio.,2017-01-01,2017-01-01,x,66800.0000000000,121650.00,,,,nao  ,,,,x,Obter 70% dos participantes do projeto utilizando ferramentas  de gestão até  dez/2019 (linha 93 do quadro de indicador  do sigeor),,cance,73766860968,42250.0000000000,12600.0000000000,54850.0000000000,x,,22,Obter 80% das empresas em 2019 que declararam ter verificado aumento da lucratividade. (linha 164 do quadro de indicador do sigeor),,189,APOIADO,2,CC,false,69,PR - MATELANDIA - Agropecuárias,2021-06-14,,,,,2017-01-01,2017-01-01,Corrente,,,,false,,,,false,,false
1154,22864,Programa de melhoria dos processos de gestão do núcleo do comércio de Matelândia/PR.,,,,82900.0000000000,150900.00,,,,nao  ,,,,,Elevar em 15% faturamento total do grupo de empresas até o final dos projetos dez/2019( linha 47 do quadro de indicador do sigeor),,nselc,,54000.0000000000,14000.0000000000,68000.0000000000,,,22,Obter 100% das empresas com processos novos ou aperfeiçoados até dez/2019. (Linha 137 Do quadro de indicadores sigeor).,,189,APOIADO,,,,,PR - MATELANDIA - Comércio varejista,,,,,,,,Corrente,,,,false,,,,false,,false
1155,21568,Núcleo de Imobiliária da ACIME - Associação Empresarial de Medianeira/PR - Cadeia da construção civil.,2018-05-01,2020-10-01,"“Ampliar a participação no mercado de imóveis por meio de sistema coletivo, integrado e profissional, agindo sobre oportunidades conjuntas, buscando rentabilidade em produtos e serviços de alta qualidade, através de um processo de excelência para com os nossos clientes.”",103490.0000000000,198925.00,1  ,1622-5,19011-X,nao  ,,,074/2018,"Empresas participantes do Núcleo de Imobiliárias  da  Acime - Associação Empresarial  de  Medianeira/Pr.
*09 empresas atendidas",""" Elevar o valor do ticket médio de vendas das empresas de núcleo de imobiliária em 10% até dezembro de 2019. Em relação aos resultados da pesquisa T0.  (Linha 54 quadro de indicadores do sigeor)""",2018-05-01,concl,49483641934,63935.0000000000,31500.0000000000,95435.0000000000,"O Núcleo de Imobiliárias atua ha 10 anos no mercado, atualmente com 09 empresas participantes, está  na cidade de Medianeira/Pr,  fazem parte  empresários de Missal, Matelândia e Itaipulândia , com diversas ações com foco ao associativismo.  O núcleo de imobiliária de Medianeira já participou na chamada de projeto de 2013 a 2015, onde atingiu os resultados esperados acima do proposto, através de ações de melhoria da gestão a través da implantação de processos, negociações e vendas em conjunto, feiras e campanhas de manutenção e ampliação de mercado e qualificação tanto de seus colaboradores como dos empresários nucleados, o qual fez muita diferença para melhorar a competitividade de seus negócios.
Através deste novo edital o núcleo  busca a qualificação continua,  manutenção e ampliação de mercado e a melhoria a gestão através de consultorias especificas e desenvolvimento de uma nova ferramenta para realização de negócios em conjuntos.
A buscada prestação de serviços com excelência  é o grande  diferencial para dar o respaldo que o cliente tanto espera na hora da aquisição do imóvel/aluguel. Os empresários nucleados entenderam grande resultado que dá  com ações  associativa através do empreender.",29,22,Aumentar a taxa de conversão em 10% até dezembro de 2019. (linha 290 do quadro de indicadores do sigeor),,189,APOIADO,2,CC,false,70,PR - MEDIANEIRA - Imobiliárias,2018-05-01,2021-12-17,,1,,2020-10-01,2018-05-01,Corrente,,,2021-05-31 00:00:00,false,,,,false,,false
1156,21341,Empoderamento da Mulher Empresária,,,,82900.0000000000,150800.00,,,,nao  ,,,,,"""Elevar  em 15% faturamento total do grupo de empresar até o final do projetos dez/2019( linha 47 do quadro de indicador do sigeor);""",,nselc,,47900.0000000000,20000.0000000000,67900.0000000000,,,22,"Aumentar em 20% o desempenho no diagnóstico do MEG no critério 03 – clientes e critérios 6 pessoas , até dez/2019 ( linha  75 do quadro de indicadores do sigeo",,189,APOIADO,,,,,PR - PALOTINA - Mulher empresária,,,,,,,,Corrente,,,,false,,,,false,,false
1157,21969,EC/PR Núcleo Setorial de Jovens Empresários - CONJOVE de Ponta Grossa/PR.,,,,132264.2000000000,241008.80,,,,nao  ,,,,,"Obter 70% de empresas participantes com produtos, serviços ou processos novos ou aperfeiçoados até 2019. (Linha 137 da Tabela de indicadores utilizados no SIGEOR.)",,nselc,,98644.6000000000,10100.0000000000,108744.6000000000,,,22,"Assegurar que 60% das empresas identifiquem novas tecnologias no mercado internacional, sendo estas aplicáveis a seus processos produtivos (bens e serviços). (Linha 157 da Tabela de Indicadores utilizados no SIGEOR)",,189,APOIADO,,,,,PR - PONTA GROSSA - Jovens empresários,,,,,,,,Corrente,,,,false,,,,false,,false
1158,22612,EC/PR N.S. Núcleo de Imobiliária e corretores de Quedas do Iguaçu PR.,2018-09-01,2020-10-01,"Ampliar a participação no mercado por meio de ações  coletivas, integrada, otimizando os processos imobiliárias,  aumentando a credibilidade e  o volumes de negócios.",69500.0000000000,126400.00,1  ,1622-5,19011-X,nao  ,,,084/2018,"“Empresas e empresários participantes do Núcleo de Imobiliárias e Corretores da ACIQI - Associação Comercial e Empresarial de Quedas do Iguaçu/Pr”
*07 empresas atendidas","Aumentar em 8% o volume de negócios gerados, pelas empresas e corretores  participantes do projeto até  dezembro  de 2019  (linha 12 do quadro de indicador do sigeor);",2018-09-01,concl,49483641934,39490.0000000000,17410.0000000000,56900.0000000000,"Quedas do Iguaçu esta situado  entre a  região Oeste e sudoeste do Paraná,  e nestes últimos anos vem sofrendo muita, temos   diversas invasões de sem terra e constantemente na mídias e colunas policiais,  isso causou e vem causando uma situação muito difícil  para os empresários, onde  a  imagem da desvalorização da cidade e percebida nitidamente. Diante deste fato a Aciqi – Associação Empresarial de Quedas do Iguaçu, formou o Núcleo de Imobiliárias e corretores foi  aberto  em 2015, com  o objetivo principal    resgatar  a imagem  do município, devido a desvalorização da cidade e consequentemente dos imóveis principalmente  a questão de investimento, diante deste cenário o núcleo desenvolveu diversas ações: Divulgações  em feiras locais,  busca de inovação, ampliar seu portfolio, ações combate  as pessoas  que atuam irregularmente no ramo de imobiliária, capacitações.
E para este projeto a ênfase principal para a qualificação, atendimento diferenciado e o resgate da imagem de investimento na cidade e consequentemente  aumentar a participação de mercado.",25,22,Obter 80%  das  empresas e corretores utilizando os  processos imobiliários novos ou que foram aperfeiçoados até dez/ de 2019 (linha 138 do quadro de indicador do sigeor),,189,APOIADO,2,CC,false,103,PR - QUEDAS DO IGUACU - Imobiliárias,2018-09-01,2021-12-17,,1,,2020-10-01,2018-09-01,Corrente,,,2021-05-31 00:00:00,false,,,,false,,false
1159,22267,EC/PR N.S. Núcleo de Jovens Empresários,,,,85420.0000000000,155320.00,,,,nao  ,,,,,Elevar em 12% o faturamento total do grupo de empresas até o final de 2019...( linha 47 do quadro de indicador do sigeor),,nselc,,41000.0000000000,28900.0000000000,69900.0000000000,,,22,Obter 100% das empresas com processos novos ou aperfeiçoados até dez/2019. (Linha 137 Do quadro  de indicadores sigeor).,,189,APOIADO,,,,,PR - QUEDAS DO IGUACU - Jovens empresários,,,,,,,,Corrente,,,,false,,,,false,,false
1160,22284,EC/NMS ACIR Jovem,2018-09-01,2020-03-01,Capacitar jovens empresários para melhoria de posicionamento estratégico com ênfase em liderança e estabelecer parcerias estratégicas.,34983.0000000000,63726.00,1  ,1622-5,19011-X,nao  ,,,085/2018,"Empresários participantes do Núcleo ACIR Jovem, vinculados a Associação Comercial e Empresarial de Rolândia, Norte do Paraná.","Elevar o índice médio de maturidade de gestão estratégica com ênfase em liderança, das empresas participantes do projeto em 20% até do termino do projeto, baseado no diagnóstico do MPE Brasil da Fundação Nacional da Qualidade, critério liderança",2018-09-01,cance,73766860968,21843.0000000000,6900.0000000000,28743.0000000000,"O ACIR Jovem foi lançado em 04 de setembro de 2014, desde então, vem realizando ações de promoção a educação empreendedora e empoderamento do jovem empresário, por meio do compartilhamento de informações e experiências entre jovens empreendedores. Durante seus 3 anos de existência o núcleo que é formado por 08 empresas, além da qualificação profissional dos integrantes, visitas técnicas e capacitações, focou em promover a integração entre jovens empreendedores, empresários e especialistas, com a criação do + Insights, que é um fórum de debate sobre temas da atualidade, profissões do futuro e utilização de novas tecnologias para inovação, com impacto direto nas empresas e empreendedores participantes do núcleo. Diante o exposto acreditamos que com este projeto podemos estabelecer novas parcerias e elevar a maturidade da gestão estratégica das empresas com ênfase em liderança.",18,22,"Até julho de 2019, obter 3 parcerias estratégicas entre empresas do projeto e participantes da feira do empreendedor/SP ou feira similar",,189,APOIADO,2,CC,false,130,PR - ROLANDIA - Jovens empresários,2018-09-01,,,,,2020-03-01,2018-09-01,Corrente,,,,false,,,,false,,false
1161,20230,Projeto Núcleo Setorial de Imobiliárias de Toledo - ACIT - Cadeia da Construção Civil,2018-05-01,2020-10-01,"Desenvolver, valorizar e unir o setor imobiliário, com transparência, organização e sustentabilidade, através da capacitação constante dos colaboradores e empresários, buscando a satisfação dos clientes e o aumento do volume de negócios e da lucratividade.",108130.0000000000,196595.00,1  ,1622-5,19011-x,nao  ,,,072/2018,"Empresas participantes do Núcleo Setorial de Imobiliária da  Acit – Toledo/Pr.
* Para o projeto serão atendidas 8 empresas",Elevar em 13% o faturamento total do grupo de empresas até o final de 2019 (linha 47 do quadro indicador do sigeor).,2018-05-01,concl,49483641934,66100.0000000000,22365.0000000000,88465.0000000000,"Criado em maio de 2007, o Núcleo de Imobiliárias de Toledo, em Toledo, PR, é formado por um grupo de imobiliárias que se uniram, com o apoio da Associação Industrial e Empresarial de Toledo - ACIT, com diversos parceiros - Serviço Brasileiro de Apoio às Micros e Pequenas Empresas – SEBRAE/PR e do Conselho Regional de Corretores de Imóveis CRECI/PR, tendo como objetivo principal melhora a competitividades das empresas participantes.
As empresas do Núcleo unem seus recursos para investir na divulgação maciça dos imóveis a serem comercializados, usando os meios de comunicação disponíveis, com ênfase na internet, de fácil acesso a todos os interessados, procurando dinamizar e profissionalizar o setor, as empresas estão oportunizando a seus corretores e empregados treinamento em gestão e práticas imobiliárias.
Todas as empresas vinculadas estarão trabalhando para obter o melhor negócio para seu imóvel. Profissionalismo, seriedade, ética, empenho, resultados rápidos: estas são as chaves dos bons negócios do núcleo.",29,22,Aumentar a taxa de conversão em 10% até dezembro de 2019. ( linha 290 do quadro de indicadores do sigeor),,189,APOIADO,2,CC,false,104,PR - TOLEDO - Imobiliárias,2018-05-01,2021-12-17,,1,,2020-10-01,2018-05-01,Corrente,,,2021-05-31 00:00:00,false,,,,false,,false
1162,20231,Projeto Núcleo Setorial das lojas de materiais de construção de Toledo - ACIT - cadeia da construção civil.,2018-05-01,2020-10-01,"Fortalecer as empresas do setor, investindo na qualificação, buscando a organização , captando e cuidando da manutenção dos clientes visando a satisfação dos mesmo.",100340.0000000000,182597.00,1  ,1622-5,19011-x,nao  ,,,071/2018,"Empresas participantes do Núcleo Setorial de Materiais de Construção – Acit/Toledo-Pr.
* Para o projeto serão atendidas 9 empresas",Elevar em 16% o faturamento total do grupo de empresas até dez/2019 ( linha 46  do quadro de indicador do sigeor).,2018-05-01,concl,49483641934,63100.0000000000,19157.0000000000,82257.0000000000,"Criado em janeiro do ano de 2000, o Núcleo Setorial das Lojas de Materiais de Construção da ACIT, 
Faz parte da Cadeia da Construção civil, atua no mercado de Toledo atendendo clientes de todas as classes sociais. Há uma diversificação de produtos dentro das empresas participantes onde são comercializados desde materiais brutos para a construção, reformas e materiais de acabamento.
As empresas participantes estão localizadas em diversos bairros do município, inclusive no interior. Os empresários são participativos e muito comprometidos com as ações do Núcleo Setorial. 
O grupo vem desenvolvendo neste período diversas ações de melhoria da gestão, qualificação de mão de obra, e   busca constante  de inovação nas feiras do setor. Mesmo com diversa ações desenvolvidas faz se necessário muito mais, para poder competir com o mercado atual.
O foco principal do grupo desde 2015 e  a  profissionalização dos empresários e seus colaboradores, para que possam se desenvolver dentro deste contexto de expansão da Cadeia da Construção Civil e buscar novos fornecedores de produtos para melhorar a exposição interna das empresas bem como, ter maior oferta no mercado, com produtos inovadores  e uma gestão eficiente nos negócios para  competir com os concorrentes.",29,22,"Aumento da taxa de conversão em 10% até dez/2019. (Linha 290 da tabela de indicadores usado pelo Sigeor) (É o percentual de clientes que realizam uma compra, em comparação com o número de clientes que entram no estabelecimento). ( as empresas não possuem controle de entrada de clientes, que entram na loja, somente  de fechamento de vendas.)",,189,APOIADO,2,CC,false,104,PR - TOLEDO - Materiais de construção - loja,2018-05-01,2021-12-17,,1,,2020-10-01,2018-05-01,Corrente,,,2021-05-31 00:00:00,false,,,,false,,false
1163,22357,Empoderamento da mulher empresária através do associativismo,,,,40000.0000000000,72730.00,,,,nao  ,,,,,Elevar em 15% faturamento total do grupo de empresar até o final dos projetos dez/2019(linha 47 do quadro de indicador do sigeor),,nselc,,20630.0000000000,12100.0000000000,32730.0000000000,,,22,Aumentar em 20% o desempenho no diagnóstico do MEG no critério 01 liderança até dez/2019 (linha 75 do quadro de indicadores do sigeor),,189,APOIADO,,,,,PR - TOLEDO - Mulher empresária,,,,,,,,Corrente,,,,false,,,,false,,false
1164,20929,EC/SP - Núcleo Setorial dos Empreendedores de Reparação Automotiva de Bariri,,,,60828.2300000000,110588.23,,,,nao  ,,,,,Aumentar em 10% o faturamento das empresas participantes até o final do projeto,,nselc,,30185.0000000000,19575.0000000000,49760.0000000000,,,21,Aumentar em 10% o número de atendimentos nas empresas participantesaté o final do projeto,,189,APOIADO,,,,,SP - BARIRI - Automecânicas,,,,,,,,Corrente,,,,false,,,,false,,false
1165,22105,EC/SP - Mulheres empresárias do segmento de confecção/ varejo de Bariri,,,,49823.2300000000,90588.23,,,,nao  ,,,,,Aumentar em 10% o faturamento das empresas participantes até o final do projeto,,nselc,,25015.0000000000,15750.0000000000,40765.0000000000,,,21,Aumentar em 10% o número de atendimentos nas empresas participantes até o final do projeto,,189,APOIADO,,,,,SP - BARIRI - Comércio varejista,,,,,,,,Corrente,,,,false,,,,false,,false
