idnucleo,nuano,nuplacao,dtcriacao,nmplacao,txresultado,txindicador,txdescricao,dtpinicio,dtpfim,nmresponsavel,nmcolaboradores,nmparceiros,txrecursos,nmfiscal,dtultimaalteracao,stplacao,faceb
20069,2007,5,2008-04-17,VISITA TÉCNICA A AGROLEITE,"22 PRODUTORES DE LEITE PARTICIPARAM DA VISITA TÉCNICA, E TROUXERAM PARA VERA CRUZ DO OESTE, CONHECIMENTOS TÉCNICOS E NOVAS IDÉIAS PARA MELHORAMENTO GENÉTICO DO GADO.",,VISITA TÉCNICA A AGROLEITE,2007-05-15,2007-08-18,VALDIR,MARCELO,"SINDICATO RURAL PATRONAL, FAEP, PREFEITURA MUNICIPAL, RAÇÕES AGRÁRIA, BIOSYN.","TRANSPORTE, HOSPEDAGEM, ALIMENTAÇÃO.",CONSULTORA CLÁUDIA,,termi,false
20069,2008,1,2008-04-03,PALESTRA BM E PFEIZER,PARTICIPAÇÃO DE 100% DOS INTEGRANTES DO NÚCLEO.  APLIAR CONHECIMENTOS SOBRE A QUALIDADE DO LEITE.,,PALESTRA BM E PFEIZER,2008-03-04,2008-03-11,ELIANDRO ZILLI,ADEMIR ZANETTI,"BM E PFEIZER, PREFEITURA MUNICIPAL","CASA DA CULTURA, DATA SHOW, NOTE BOOK.",CLAUDIA,,termi,false
20069,2008,2,2008-04-17,PALESTRA SOBRE MANUTENÇÃO MÁQUINAS ORDENHADEIRAS,PARTICIPAÇÃO DE 100% DOS PARTICIPANTES DO NÚCLEO.,,PALESTRA SOBRE MANUTENÇÃO DE MÁQUINAS ORDENHADEIRAS COM A AGROESTE,2008-04-08,2008-05-21,CLÁDIO PRATI,ADEMIR,SINDICATO RURAL PATRONAL E AGROESTE,DATA SHOW E LOCAL PARA PALESTRA.,CONSULTORA CLÁUDIA,,termi,false
20069,2008,3,2008-07-07,DIA DE CAMPO EM AGROCAFEEIRA - EMATER,"PARTICIPAÇAO DE 75% DO NÚCLEO.  AO TODO 20 PARTICIPANTES, INCLUINDO PRODUTORES FORA DO GRUPO.",,DIA DE CAMPO SOBRE SOMBREAMENTO/ EMATER,2008-02-19,2008-07-02,MARCELO,ISMAEL,"EDSON (EMATER), PREFEITURA MUNICIPAL, SECRETARIA E AGRICULTURA , SECRETARIA DE EDUCAÇÃO.","TELEFONE, TRANSPORTE.",CONSULTORA,,termi,false
20071,2008,1,2008-08-04,PLANEJAMENTO ESTRATÉGICO 2008/2009,- Indicação de novos clientes em 5%  - Certificação técnica até.....  - Boletim de ocorrência em 24hs  - Instalação dos pardais    -Levantamento da viabilidade da redução de impostos (2%)  - Criar e implantar marketing pessoal - corretor   - Marketing do produto Z seguro  Manter e buscar novos integrantes:         - Manter os 16 integrantes          - Buscar 6 novos convidados   Aumentar até abril de  2009   Em:           -   5%  novos clientes           - 15%  novos negócios,Prestação de serviços  Responsabilidade Pública   Marketing  Comportamento   Mercado,PLANEJAMENTO ESTRATÉGICO 2008/2009,2008-04-05,2009-04-05,Consultora Sandra Fauth,Consultora Iraci Mataczinski,"Acic, Sebrae, Prefeitura, Procon, Policia Federal,Civil e Millitar,imprensa, sindireceita,","METAPLAN, tarjetas, cantas, painéis, flip chart,",Consultora Núcleos,,termi,false
20072,2008,1,2008-06-02,Marketing,Divulgação das empresas do núcleo,Empresas associadas ao núcleo de Salões de Beleza anexadas no espaço do Empreender do site da Acime até 1º quinzena de julho.,Divulgação Salões do núcleo no site da Acime,2008-06-15,2008-07-15,Jucélia,todas as empresas,"Acime, Núcleo de Ind. de Confecções da Acime","- Maquiagem e Cabelos para modelos das fotos coleção primavera / verão 08/09 do catálago Núcleo de Ind. de confecções;  - Informações sobre cada salão (logo, endereço, telefone para contato, etc.);  - Disponibilidade do técnico responssável pelo site da Acime em atualizar as informações.",Jucélia e Luciane,,termi,false
20072,2008,2,2008-06-02,Marketing,Transmitir uma imagem com diferencial das empresas participantes do núcleo.,Ter uma identificação padrão e diferencial em todas as empresas participantes do núcleo.,Cartazes de identificação que a empresa é participante do núcleo.,2008-07-15,2008-08-15,Edinéia,todas as empresas do núcleo,"Acime, Faciap, Gráfica, núcleo de Ind. de confecções da Acime.",- fotos (imagem)  - Gráfica (R$)  -,Edinéia,,termi,false
20072,2008,3,2008-06-02,Atendimento,- Trazer mais clientes.  - Fazer com que o cliente de sinta valorizado.  - Fiselizar o cliente.,- Ter a participação efetiva de todos os membros do núcleo em uma palestra de atendimento ao cliente,palestra sobre atendimento ao cliente,2008-06-02,2008-07-07,Afonso,todos os mebros do núcleo,"Matrix, Acime",- Horas Técnicas de um palestrante que falará sobre atendimento ao cliente em um salão de beleza;  - Horas Técnicas de um instrutor que falará sobre colorimentria.,Afonso e Luciane,,termi,false
20072,2008,4,2008-06-02,Atendimento,- trazer mais clientes  - Fazer com que o cliente se sinta valirizado  - Fidelizar o cliente,"- Ter uma participação efetiva de todos os participantes  do núcleo em um curso com orientações de Neurolinguística, auto estima e como entender o cliente.",Curso Neurolinguística e Auto Estima,2008-06-02,2008-08-04,Rosália,todos os membros do núcleo,"Acime, imprensa","- Tempo para procurar um profissional (psicólogo), para ministrar o curso;  - R$ para pagamento do profissional;",Rosália e Luciane,,termi,false
20072,2008,5,2008-06-02,Melhoramento de Estrutura Física.,Conforto para os clientes e equipe de trabalho.,Que todas as empresas do núcleo tenham acesso a informações sobre Recursos financeiros para melhoramento do espaço físico do salão e investimentos em equipamentos.,Busca de Linhas de crédito para investimentos em espaço físico.,2008-06-05,2008-08-30,"Vanir, Afonso e Rosália",todos os participantes do núcleo,"Banco do Brasil, Sicredi, Itaú",- Tempo para contactar os parceiros.  - Horas técnicas dos parceiros para explanação do funcionamento das linahs de crédito.  - Projetos de busca de recursos.  - Sala disponível.,Luciane,,termi,false
20072,2008,6,2008-06-02,Recursos Humanos,"- Ter 100% dos salões dos núcleos com as questões trabalhistas, ou seja, os registros dos funcionários dos salões participantes do Núcleo em dia de acordo com a legislação.",- nº de salões em dia com as normas trabalhistas vigentes.,Buscar orientação de normas trabalhistas,2008-06-05,2008-07-30,Jucélia,Jucélia,Acime,-Sala para reuniões,Luciane,,termi,false
20072,2008,7,2008-06-02,Parceirias,Parceiria com núcleo de confecções na elaboração do folder da coleção primavera/verão 08/09.,"- Ter os núcleo divulgado como parceiro do Núcleo de confecções, onde cada salão terá direito a uma foto de maquiagem e cabelo da modelo produzida.",produção das modelos para enssaio fotográfico,2008-06-02,2008-07-30,Todos,Acime,Núcleo das Ind. de confecções da Acime,"- equipamentos para trabalho como maquiagem, secador de cabelos, etc.  - espaço fisico  - horas de trabalho para a produção das modelos  -",Luciane,,termi,false
20072,2008,8,2008-06-02,Gestão Financeira,- Fazer com que todas as empresas do núcleo sejam atendidas em ao menos uma cosulta com o consultor do Sebrae,- Nº de empresas atendidas pela consultoria.,Cosultoria Sebrae,2008-07-01,2008-08-30,todos os salões,Luciane,Acime e Sebrae,- Horas técnica,Luciane,,termi,false
20072,2008,9,2008-06-02,Gestão financeira,"- Fazer com que todos os proprietários dos Salões de beleza do Núcleo participem de uma capacitação que lhes dará orientações para colocar em prática a gestão financeira de seus salões, e que as mesmas coloquem em pratica um sistema de gestão financeira de suas empresas. Para que com isso, todas possam ter capital de giro, Previsão de contas a pagar e a receber e ter um controle administrativo adequado.","- nº de empresas participantes da capacitação, e nº de empresas com sistema de estão financeira implementada.",capacitação e implementação de gestão financeira,2008-07-01,2009-06-01,"Vanir, todos",Acime,"Acime, Sebrae, Faciap",- Horas técnicas para qualificação;  - Horas tecnicas para acompanhamento do sistema de gestão;  - recursos R$,Luciane,,termi,false
20072,2008,10,2008-06-03,Qualificação,- Manicures qualificadas;  - Auxiliares qualificadas;  - Aprimoramento de Técnicas ja trabalhadas;  - Mais opções para os clientes.,- % de profissionais associados e não associados ao núcleo qualificados nos cursos oferecidos pelo núcleo.,"Qualificação para cabelereiros, manicures, pedicures e outros.",2008-06-02,2009-02-18,Nucleo e Luciane,todos os membros do núcleo,"colorama, Risque, Italina Color, Merli, Matrix, Vip Line",- Aluguel de sala  - Telefone  - Divulgação na imprensa  - Fichas de avaliação  - Fichas de inscrição  - Horas técnicas,Luciane,,termi,false
20074,2008,1,2008-05-20,Planejamento Estratégico 2008,Resolver questão dos resíduos com custo optimizado  Canal de contratação com empresa de R.H criada pelo núcleo para seleção e contratação de mão-de-orba qualificada  Estar adequado dentro da lei  Reunião com todas as concessionárias da região sobre  Convenção Coletiva  Pautas importantes que visem reunião atrativa e confraternização com troca de informações  Apólices de seguros para concessionárias e negociação em grupo,Responsabilidade Ambiental  Resíduos  Falta de mão- de Z  obra especializada  Lei do menor aprendiz/deficiente físico  Dissídio  União   Negociação com Seguradora,Planejamento Estratégico 2008,2008-05-02,2009-05-02,Glauber Giacobo,Consultora Faciap - Iraci Salete Mataczinski,"Acic, Fornecedores","Painés, caneta, flip chart,  tarjetas e café",Glauber Giacobo,,termi,false
20074,2009,1,2009-07-02,Planejamento Estratégico 2009-2010,"Preocupação com Coleta de resíduos   Dificuldade de transferência de documentação de SEMI-NOVOS  Criar  consciência ou uma mesma linha de pensamento sobre valor de semi-novos no mercado.  Pouco envolvimento dos concessionários na convenção coletiva  Carência em treinamento, cursos em geral  Treinamento de Funcionários (existentes e preparação de novos talentos)","MANTER  A IMAGEM  DAS CONCESSIONÁ-RIAS DE VEICULOS AUTOMOTORES, REALIZAR NEGOCIAÇÕES EM GRUPO, BUSCANDO CURSOS QUE VISEM A PRO-FISSIONALIZAÇÃO DO SETOR.",Planejamento,2009-02-16,2010-03-10,Maura Berti,Integrantes,ACIC- FENABRAVE-SINCODIV,"datashow, notebook, folha plano de ação, canetas",Maura Berti e Coordenador,,termi,false
20074,2009,2,2009-07-09,LANÇAMENTO UNIVERSIDADE FENABRAVE,65 participantes,UNIVERSIDADE FENABRAVE  Cursos espefícos para setor automobilístico,UNIVERSIDADE FENABRAVE,2009-07-07,2009-07-07,Coord. Núcleo e Consultora,Integrantes Núcleo,ACIC - UNIACIC,"Datashow, notebook, microfone","Consultora e Coord, Núcleo",,termi,false
20074,2009,3,2009-08-12,CURSO A DISTÂNCIA - UNIVERSIDADE FENABRAV E,"Na educação a distância a proposta é que o estudante possa adaptar as atividades ao seu ritmo de vida, ao mesmo tempo em que assume maior responsabilidade em relação ao seu aprendizado. O estudante é desafiado a aprender, descobrir a melhor forma de assimilar o conhecimento e utilizá-lo em suas rotinas diárias de trabalho. Nesse processo existe a presença do professor e do tutor como facilitadores da aprendizagem.  .","UCF (Universidade do Concessionário do Futuro), diferentemente, assume um papel de desenvolver conceitos inovadores de gestão de negócios para e somente atender as necessidades das organizações empresariais, seus colaboradores e sua cadeia de valor.",UNIVERSIDADE FENABRAVE,2009-07-14,2009-11-26,FENABRAVE- UNIACIC,Maura Berti e Jesse,FENABRAVE E UNYCA,"TV VIA SATÉLITE, coffee break, sala , datashow e notebook","Maura, Jessie e Coordenador",,termi,false
20074,2009,4,2009-11-19,CURSO A DISTÂNCIA - UNIVERSIDADE FENABRAV E,"Na educação a distância a proposta é que o estudante possa adaptar as atividades ao seu ritmo de vida, ao mesmo tempo em que assume maior responsabilidade em relação ao seu aprendizado. O estudante é desafiado a aprender, descobrir a melhor forma de assimilar o conhecimento e utilizá-lo em suas rotinas diárias de trabalho. Nesse processo existe a presença do professor e do tutor como facilitadores da aprendizagem. .","UCF (Universidade do Concessionário do Futuro), diferentemente, assume um papel de desenvolver conceitos inovadores de gestão de negócios para e somente atender as necessidades das organizações empresariais, seus colaboradores e sua cadeia de valor.",CURSOS UNIVERSIDADE FENABRAVE,2009-09-14,2009-12-04,FENABRAVE- UNIACIC,Maura Berti e Jessie,"ACIC , DTCOM E UNIACIC","TV VIA SATÉLITE, coffee break, sala , datashow e notebook",Maura Berti,,termi,false
20079,2009,1,2009-06-22,Curso de Treinamento,Disponibilizar a casa do mel para o processo de envase do mel com parcerias rentais para o nucleo e tambem trazer cursos de operacionalização da mesma.,Envolver em até setenta por cento os socios   Quarenta e Cinco por cento em parcerias,Por ser uma atividade que interage com o meio ambiente se espera um otimo resultado em parceria,2009-06-01,2009-12-30,Antonio Augusto Borges,Todos os Socios do nucleo do mel.,"banco do Brasil. Emater,Sicredi, Prefeitura Municipal",Cursos de Operacionalização da casa do mel  Equipamentos para envase do mel  Vistas tecnicas atinger no minimo 60% até o termino do ano.  Parceria com a coofamel para comercialização do mel  buscar parcerias para investimentos no setor apicola,pcosta,,termi,false
20079,2009,2,2009-09-28,III Seminário de Apicultura do oeste do Paraná,Encontro da Classe mudanças da nosrmativas tecnicas,Adequações normativas,Busca de Qualdade do mel,2009-09-26,2009-09-26,Antonio Augusto Borges,Socios da Apirterra,Biolabore-Coofamel,Sala de Reuniões- Transporte- lanche e Almoço- Palestrantes,Paulo Sergio Costa,,termi,false
20079,2009,3,2009-10-03,Gerenciamento da Unidade,Treinamento Tecnico,Conhecimento de novas praticas,Treinamento,2009-09-29,2009-10-02,Antonio Augusto Borges,Associados da Apiterra,Aciatra/coofamel/biolabore,Horas tecnicas - sla para reunião,Paulo Sergio Costa,,termi,false
20084,2008,1,2008-04-01,"Buscar e manter a união do grupo, fortalecendo as empresas participantes. Manter profissionalismo e ética nas ações.",Aumento nas vendas;  Melhoramento na apresentação das vitrines;  Reconhecimento dos trabalhos desenvolvidos do núcleo pela sociedade em geral;,Campanhas promocionais;  Cursos;  Ações institucionais.,"Desenvolver um ótimo trabalho, almejando sucesso nas ações.",2008-02-25,2008-12-31,O grupo,O grupo,"Ass. Comercial, SEBRAE, Prefeitura Municipal e Rádios locais.",Orientação técnica;  Recursos financeiros;  Material didático  Equipamentos   Sala,Consultora,,termi,false
20086,2008,1,2008-03-28,PLANEJAMENTO NUCLEO ESCOLAS DE IDIOMAS,Trazer mais 3 escolas para o Núcleo   Aumentar 10% dos alunos ate março de 2009   Realizar três mídias diferentes  Aumentar 10% dos alunos até março de 2009  Diminuir evasão escolar em 10% até março 2009  Treinamentos até março de 2009  02 qualificações até março de 2009,COMPORTAMENTO E CULTURA  MARKETING  CONCORRÊNCIA DESLEAL  CAPACITAÇÃO  QUALIDADE DE SERVIÇOS,"PARTICIPANTES: Renata, Daisy, Péricles, Juan, Elizabeth",2008-03-14,2009-03-14,Renanta Carpenedo,Consultora Maura Berti Pereira,"ACIC, UNIACIC. SEBRAE, PROCON,","SALA, FLIP CHART, PAINES, TARJETAS, PINCEIS,",Renata Carpenedo,,termi,false
20086,2008,2,2008-12-10,AÇÃO SOCIAL CRECHE CASTELINHO,Proporcionar um dia diferente as crianças de 0 a 5 anos com atividades lúdicas e almoço diferente.,Realizar  ação social na CRECHE CASTELINHO do bairro Interlagos,AÇÃO SOCIAL CRECHE CASTELINHO,2008-11-21,2008-12-05,Renata Carpenedo,Maura Berti -Consultora,Acic- Super Mecado Beal,"Cama elástica , Algodão Doce, Cachorro Quente e   Sorvete",Maura Berti,,termi,false
20086,2009,1,2009-07-02,Planejamento2009-2010 Nucleo Escolas de Idiomas,"Curso de Vendas e Atendimento  Assistir vídeo da Acic  (LIVRE Z cada escola loca segundo seus critérios  PROSPERAR- treinamento de gestão  - ferramenta para medir evasão  -descobrir e listar os motivos de evasão  Curso DIZAL EVENTOS  CARTILHA NÚCLEOS ACIC  Realizar mídia em Jornal,    Trazer Exame Cambrigd para local neutro em Cascavel  Curso para exames de Cambridge-FCE e Ieltes  Campanha Solidária  Curso de Formação de Preço  Realizar English Night  Realizar Evento Conjunto e participar de Feiras","FORTALECER  O SETOR  DE ESCOLAS DE IDIOMAS DE CASCAVEL, POR MEIO DE AÇÕES QUE ORIENTEM A ADMINISTRAÇÃO, CAPACITAÇÃO DOS PROFISSIONAIS E A CAPTAÇÃO DE ALUNOS.",Planejamento Estratégico,2009-03-02,2010-03-02,Maura Berti,Integrantes do Núcleo,ACIC-UNACIC- UNIVERSIDADE DE CAMBRIDGE,"notebook, datashow,canetas, folha de plano de ação",Maura Berti e Coordenador,,termi,false
20086,2009,2,2009-11-19,PROSPERAR,"AVALIAR a performance e medir a evolução das micro e pequenas empresas participantes, separadas por segmento e setor.",DEFINIR um plano de ação para o desenvolvimento da empresa.,PROSPERAR,2009-11-13,2009-12-14,Consultora Acic,Consultora Acic,FACIAP E SEBRAE,"Sala com computadores, Notebook, e datashow",Consultora Acic,,termi,false
20087,2008,1,2008-05-21,PLANEJAMENTO ESTRATEGICO 2008,"ATRAVÉS DA UNIÃO, MUDAR A IMAGEM PERANTE A SOCIEDADE OBJETIVANDO A LEGALIZAÇÃO, A SEGU-RANÇA, O FORTALECIMENTO E A RENTABILIDADE DA CLASSE.",O PLANEJAMENTO ABORDOU AS SEGUINTES ÁREAS:   CLIENTES;  SERVIÇOS PRESTADOS;  SEGURANÇA;  MARKETING;  QUALIFICAÇÃO;  ILEGALIDADE.,PLANEJAMENTO ESTRATEGICO REALIZADO EM 05 MARÇO DE 2008.,2008-03-05,2008-12-04,Iraci Salete Mataczinski,CONSULTORA ELAINE MARIA MALKO CLÁVERO,FACIAP,"PAINEIS, METODOLOGIA DO EMPREENDER.",CONSULTORA,,termi,false
