idassociacao,idfederacao,nmrazao,nucnpj,dtfundacao,idcidade,nucep,nunumero,dscomplemento,nufone,nufax,nufone2,dsemail,dshomepage,flativo,flvalidado,dsendereco,dsbairro,idbanco,dsagencia,dsconta,dtultimaatualizacao,dtatualizacao,idgestorassociacao,id_tipo_entidade,id_antigo,sigla,sigla_unica,logoentidade,usuario_inclusao,usuario_alteracao,data_inclusao,data_alteracao,dsestado,idpais,nmrassociados
1847,34,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE SANTA VITÓRIA,22223754000143,1964-03-08,3771,38320000,1971,,34 3251-1111,34 3251-1775,,acisv@netsite.com.br,,S,t,AV. NOSSA SENHORA DA VITÓRIA,CENTRO,,,,2017-07-10,2012-10-23,06431394607,1,,,,,sistema,,,,,29,
1848,34,ASSOCIAÇÃO  COMERCIAL E INDUSTRIAL DE SÃO GOTARDO,20044764000196,,3845,38800000,232,,34 3671-2265,,,acisg@saogotardo.com.br,,S,t,RUA OLÍMPIO GONÇALVES DE REZENDE,CENTRO,,,,2012-10-23,2012-10-23,,1,,,,,sistema,,,,,29,
1850,57,Assoc Coml Indl sao Jose rio Pardo,49609365000107,,9658,13720000,25,,1936828800,19 3682-8807,1936828804,aciriopardo@aciriopardo.com.br,www.aciriopardo.com.br,S,t,rua 13 de Maio 25,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1851,54,"Associação Comercial, Industrial, Serviços e Agronegócios de Santa Rosa",95820593000149,,8090,98780078,328,,5535125280,55 3512-5280,55991018881,acisap@acisap.org.br,www.acisap.org.br,S,t,"rua dr. João Dahne, 328",,,,,2023-04-05,2023-04-05,,1,,ACISAP,,,sistema,pesquisa,,2023-04-05,,29,
1852,55,ASSOCIAÇÃO  EMPRESARIAL  DO VALE DO BRAÇO DO NORTE,73687139000129,,8387,88750000,3041,,48 3658-3779,48 3658-3679,,acivale@acivale.com.br,www.acivale.com.br,S,t,,,,,,2023-01-18,2023-01-18,,1,,ACIVALE,,,sistema,Mluiza,,2023-01-18,,29,
1853,34,"ASSOCIAÇÃO  COMERCIAL, INDUSTRIAL E AGROPECUÁRIA DE SÃO JOÃO EVANGELISTA",02415265000186,,3865,39705000,149,,33 3412-1746,33 3412-1748,,cdlsje@ghnet.com.br,,S,t,Rua Josefina Pimenta,CENTRO,,,,2012-10-23,2012-10-23,,1,,,,,sistema,,,,,29,
1854,55,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E DE SERVIÇOS CANELINHENSE",04201229000145,2002-04-14,8405,88230000,2424,,48 3264-0073,48 3264-0023,,acisccanelinha@yahoo.com.br,,S,t,,,,,,2023-01-18,2023-01-18,,1,,ACISC-Canelinha,,,sistema,Mluiza,,2023-01-18,,29,
1855,55,Associação Empresarial de Fraiburgo,00543237000119,1995-08-27,8456,89580000,515,"SL 11,12",4932463576,49 3246-3576,49988366924,aciaf@aciaf.com.br,https://portal.aciaf.com.br/,S,t,"rua Padre Biagio Simonetti, 515",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIAF,,img/logoentidade/d64fe8ccb92d0e708ff28b91f49e433f.png,sistema,pesquisa,,2023-04-05,,29,383
1856,55,Associação Empresarial de Guaramirim,83784157000182,1978-07-25,8472,89270000,890,,4733737500,47 3373-7545,47991775553,aciag@aciag.com.br,www.aciag.com.br,S,t,"rua 28 de Agosto, 890",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIAG,,,sistema,pesquisa,,2023-04-05,,29,
1857,57,Assoc Coml Indl Agricola de Itaporanga,54332366000197,,9247,18480000,1050,,1535653244,15 3565-3244,1535653244,ac_itaporanga@yahoo.com.br,http://scpc-itaporanga.spcn.com.br,S,t,rua dr. Felipe Vita 1050,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1858,57,Assoc Coml Empr de Pirapozinho,53303202000179,,9500,19200000,835,CAIXA POSTAL 101,1832691988,18 3269-2382,1832691079,aciap@icenet.com.br,www.acepirapozinho.com.br,S,t,rua Florisvaldo Ribeiro de Bessa 750,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1859,46,Associaçao Comercial Industrial e Agricola de Pontal do Parana,01667704000185,2007-01-21,6472,83255000,485,,4134581510,41 3458-1441,41984111227,aciapar@onda.com.br,https://www.aciaparlitoral.com.br/,S,t,Avenida Santa Monica 485,PRAIA DE LESTE,,,,2023-04-05,2023-04-05,,1,,ACIAPAR,,,sistema,pesquisa,,2023-04-05,,29,
1860,57,Assoc Coml Indle Agric Ribeirao Pires,50168160000112,,9559,9400050,257,SUBSOLO,1125950200,11 4825-9511,1182591024,aciarp.projetos@terra.com.br,www.aciarp.com.br,S,t,Afonso Zampol 70,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1861,57,Assoc Coml Indl Agric de rio Grande da Serra,00705649000108,,9568,9450000,28,,1148204247,,1144544642,aciargs@aciargs.com.br,www.aciargs.com.br,S,t,rua Lidia Poloni 28,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1862,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROPECUÁRIA DE DIONÍSIO",01745466000189,,3040,35984000,420,,31 3858-1372,,31 3858-1220,aciadionisio@oi.com.br,,S,t,RUA SENADOR MILTON CAMPOS,CENTRO,,,,2012-10-22,2012-10-22,,1,,,,,sistema,,,,,29,
1863,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE POÇO FUNDO",25657164000117,1990-01-25,3630,37757000,96,Nova Gimirim,35 3283-1027,35 3283-1023,,aciapocofundo@gmail.com,,S,t,Rua João Soares Junior,Centro,,,,2012-10-23,2012-10-23,,1,,,,,sistema,,,,,29,
1864,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE RESPLENDOR",21081971000183,1984-01-25,3684,35230000,402,,33 3263-1625,33 3263-1625,,aciaresplendor@hotmail.com,,S,t,RUA MORAES DE CARVALHO,CENTRO,,,,2012-10-24,2012-10-24,,1,,,,,sistema,,,,,29,
1865,34,Associação Comercial e Empresarial de Santos Dumont,24578023000146,1957-05-13,3813,36240018,81,3º ANDAR,32998713262,,3232513349,aciasd@sdnet.com.br,@ACDcdlsd,S,t,rua Luiz Cunha 81/3º Andar,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACESD,,,sistema,pesquisa,,2023-04-05,,29,
1866,34,"ASSOCIAÇÃO DO COMÉRCIO, INDÚSTRIA E AGROPECUÁRIA DE SÃO FRANCISCO",21364898000157,,3826,39300000,870,,38 3631-1296,38 3631-1837,,cdlsf@cdlsf.com.br,,S,t,RUA ANTONIO LEITE GANGANA,CENTRO,,,,2010-09-20,2010-09-20,,1,,,,,sistema,,,,,29,
1868,57,Assoc Coml Indl Agropecuaria Tabatinga,66990292000165,,9706,14910000,440,SALAS 2 A 5,1633851490,16 3385-1490,1633851098,lastainle_stainle@hotmail.com,www.aciatabatinga.com.br,S,t,"rua Catanduva 24 sls 2,3,4 ,5",CENTRO,,,,2023-04-05,2023-04-05,07170692813,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1869,57,Assoc Coml Indl Agrop Torrinha,51417210000110,,9739,17360000,338,,1436561380,,1496968866,aciatorrinha@hotmail.com,www.aciatorrinha.com.br,S,t,rua dr. Carlos de Campos 595 Casa,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1870,55,ASSOCIAÇÃO  EMPRESARIAL DE CORUPÁ,83785295000186,,8429,89278000,387,,47 3375-1136,47 3375-2100,47 3375-2100,aciac@netuno.com.br,,S,t,. .,CENTRO,,,,2023-01-18,2023-01-18,,1,,ACIAC,ACIAC4,,sistema,Mluiza,,2023-01-18,,29,
1871,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E DE SERVIÇOS DE CHAPADA GAÚCHA",07566839000130,,2929,39314000,374,,38 3634-1093,,,acischapada@yahoo.com.br,,N,t,AV. GETÚLIO VARGAS,CENTRO,,,,2008-06-10,2008-06-10,,1,,,,,sistema,,,,,29,
1873,54,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL, AGROP. E DE SERVIÇOS DE VANINI",00544721000162,,8287,99290000,185,,54 3340-1130,54 3340-1200,,mh.ebel@bol.com.br,,N,t,RUA PRESIDENTE VARGAS,CENTRO,,,,2020-09-24,2009-06-08,,1,,,,,sistema,,,,,29,
1874,55,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE IRACEMINHA",00513896000102,,8498,89891000,460,,49 3665-1204,,,acipa_iraceminha@hotmail.com,,S,t,,,,,,2023-01-18,2023-01-18,,1,,ACIPA,ACIPA3,,sistema,Mluiza,,2023-01-18,,29,
1875,57,Assoc Coml Indl Trans ag Pereira Barreto,45745551000112,,9478,15370000,1486,,1837044545,18 3704-4752,1899152848,anilzaliborio@hotmail.com,acita-pbarreto@hotmail.com,S,t,rua dr Dermival Franceshi 1486,CENTRO,,,,2023-04-05,2023-04-05,05837319883,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1877,57,Assoc Coml Indl Agropecuaria de Avare,44587079000174,,8933,18701200,1622,,1437111366,14 3733-1349,1437111366,acia@aciaavare.com.br,www.aciaavare.com.br,S,t,rio de Janeiro 1622,BRAZ I,,,,2023-04-05,2023-04-05,25026496849,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1878,57,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE ARACARIGUAMA,58993437000153,,8906,18147000,12,SL. 04 TÉRREO,11 4136-1563,11 4136-1594,,acearacariguama@hotmail.com,ace.a@terra.com.br,S,t,RUA PRINCIPE REGENTE,CENTRO,,,,2012-12-05,2012-12-05,,1,,,,,sistema,,,,,29,
1880,33,ASSOCIAÇÃO  EMPRESARIAL DE BARREIRINHAS,01875436000197,,2399,65590000,05,,98 3349-1620,,,agro-vetcorrea@hotmail.com,,S,t,RUA MAJOR GALAS,CENTRO,,,,2010-09-14,2010-09-14,,1,,,,,sistema,,,,,29,
1882,57,ace Campo Limpo Paulista,54134770000156,,9026,13231120,48,,1140393492,,1140396308,ace@acecampolimpopaulista.com.br,www.acecampolimpopaulista.com.br,S,t,Joao Xxiii 48,JARDIM PAULISTA,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1884,57,Assoc Coml Indl sao Bernardo do Campo,59153684000104,,9640,9770310,14,,1121314800,11 4121-5075,1121314806,acisbec@acisbec.com.br,www.acisbec.com.br,S,t,do Imperador 14,JARDIM NOVA PETROPOLIS,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1885,27,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGRÍCOLA DE JAGUARARI",01517616000105,,742,48960000,00,,74 3619-2299,,74 3619-2342,acia_jaguarari@yahoo.com.br,,S,t,"PRAÇA ALFREDO VIANA, S/N",CENTRO,,,,2012-10-25,2012-10-25,,1,,,,,sistema,,,,,29,
1886,27,ASSOCIAÇÃO COMERCIAL DE JEREMOABO,01103580000105,,751,48540000,235,,75 3203-2695,75 3203-2371,,aciaj@uol.com.br,,S,t,RUA DR. JOSE GONÇALVES DE SA,CENTRO,,,,2012-10-25,2012-10-25,,1,,,,,sistema,,,,,29,
1887,57,Assoc Coml Indl de Itaquaquecetuba,49290018000164,,9250,8570140,51,,1146470440,,1146470440,comercial@acidiitaqua.com.br,www.acidiitaqua.com.br,S,t,Carlos Barbosa da Silva 51,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1888,39,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE DENISE,03331697000171,,4350,78380000,25,AO LADO DO CONSELHO TUTELAR,65 3342-1855,65 3342-1166,,marciolourenco2005@hotmail.com,,S,t,PRACA BRASILIA,CENTRO,,,,2010-09-21,2010-09-21,,1,,,,,sistema,,,,,29,
1889,27,Associação Comercial e Industrial Agropecuária de Alagoinhas,14282602000193,,342,48010020,01,,7534230280,75 3422-1093,754998043830,acia.ba@bol.com.br,www.aciaalagoinhas.com.br,S,t,rua Conselheiro Saraiva 01,CENTRO,,,,2023-04-05,2023-04-05,,1,,AICA,,,sistema,pesquisa,,2023-04-05,,29,
1890,46,Acicorb - Associação Comercial e Industrial de Corbélia,77410165000166,1977-03-19,5995,85420000,2055,,4532421051,45 3242-1158,4532421158,acicorb@realplus.com.br,https://acicorb.com.br/,S,t,r Lírio 2055,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACICORB,,,sistema,pesquisa,,2023-04-05,,29,
1891,55,Associação Empresarial de Ibirama,01467044000199,,8482,89140000,261,SALA 03,47991582390,,4733572444,aciibi@ibnet.com.br,@aciibi,S,t,"rua xv de Novembro, 234.",CENTRO,,,,2023-04-05,2023-04-05,46110259934,1,,ACIIBI,ace - Ibirama,,sistema,pesquisa,,2023-04-05,,29,
1892,57,Assoc Coml Emprl de Itarare,57048134000108,,9252,18460000,1131,"MERCADO MUNICIPAL, BOX 24 e 26",1535313000,15 3531-3000,1535324099,aceitarare@uol.com.br,http://www.aceitarare.com.br,S,t,rua Prudente de Moraes 1131 Salas 24 e 26,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1893,54,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE ROQUE GONZALES,87680492000191,,8055,97970000,526,Sala 02,55 3365-1355,55 3365-1150,,aciroquegonzales@hotmail.com,,S,t,,,,,,2022-04-04,2022-04-04,,1,,ACI-Roque Gonzales,,,sistema,Mluiza,,2022-04-04,,29,
1894,57,Assoc Coml Indl Taruma,64614480000163,,9724,19820000,300,,1833734514,,1897334085,acitaruma@bol.com.br,cristina.toni@hotmail.com,S,t,rua Girassol 201 Casa,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1895,57,Assoc Coml Empr de Teodoro Sampaio,57326985000167,,9729,19280000,772,,1832821476,18 3282-1296,1896098619,ace_teodoro@hotmail.com,,S,t,Alameda Coronel Pires 1277,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1897,54,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL, DE SERVIÇO E AGROP. DE SANTO AUGUSTO",90870213000167,,8114,98590000,505,,55 3781-1267,55 3781-3637,55 3781-3637,acisa@acisasantoaugusto.com.br,www.acisasantoaugusto.com.br,N,t,RUA CORONEL JULIO PEREIRA DOS SANTOS,CENTRO,,,,2020-09-24,2010-08-25,,1,,,,,sistema,,,,,29,
1899,34,Associação Comercial e Empresarial,01990545000155,1997-03-19,3093,37542000,216,,3534621290,35 3462-1290,3534621290,acaie@estivanet.com.br,x,S,t,av. Prefeito Gabriel Rosa,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACE,,,sistema,pesquisa,,2023-04-05,,29,
1900,33,ASSOCIAÇÃO COMERCIAL DE PINHEIRO,12568267000169,,2538,65200000,187,,98 3381-1635,98 3381-2711,,,,N,t,RUA LUÍS DOMINGUES,CENTRO,,,,2008-10-08,2008-10-08,,1,,,,,sistema,,,,,29,
1901,33,ASSOCIAÇÃO COMERCIAL DE PIO XII,,2005-04-14,2539,65707000,,,98 3654-0080,-98,,,,S,f,"RUA JK, Nº 931",CENTRO,,,,,,,1,,,,,sistema,,,,,29,
1903,46,Associação Comercial e Empresarial de Renascença,78687316000190,,6517,85610000,925,,4635501315,46 3550-1315,,a_cir_en@hotmail.com,WWW.aciren.com.br,S,t,av Castelo Branco,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIREN,,,sistema,pesquisa,,2023-04-05,,29,
1904,57,Assoc Coml Emprl de Caraguatatuba,50452960000160,,9043,11661330,19,,1238978822,12 3897-8828,12981488971,acecaragua@acecaragua.com.br,www.acecaragua.com.br,S,t,sao Sebastiao 19,SUMARE,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1905,46,Associação Empresarial de Realeza,77618601000197,1969-07-15,6513,85770000,2963,"1º andar,  salas 01",4635431329,46 3543-1329,46999858868,aciar_executivo@hotmail.com,https://www.aciarealeza.com.br/,S,t,"Avenida Bruno Zuttion, 3993",CENTRO,,,,2023-04-05,2023-04-05,04019339970,1,,ACIAR,,,sistema,pesquisa,,2023-04-05,,29,
1906,28,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DO CRATO,07387897000105,,1301,63100100,547,"1º ANDAR, SALA 13, ED. PALÁCIO DO COMÉRCIO",88 3521-0750,88 3521-0750,,asscomlcrato@hotmail.com,,S,t,TRISTAO GONCALVES,CENTRO,,,,2009-06-09,2009-06-09,,1,,,,,sistema,,,,,29,
1907,57,Assoc Coml Emprl de Botucatu,45525292000114,2005-04-14,8989,18600060,565,,1438820010,,1438820010,contato@cdlbotucatu.or.br,www.acbotucatu.org.br,S,t,Curuzu 565,CENTRO,,,,2023-04-05,2023-04-05,25026496849,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1908,46,Associação Comercial e Empresarial de Borrazopolis,78198355000124,2005-04-14,5868,86925000,1178,,43996179460,43 3452-1605,,aceborrazopolis@cacinp.org.br,dani_bolognez@hotmail.com,S,t,Praça da Republica s/n,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACEB,,,sistema,pesquisa,,2023-04-05,,29,
1909,39,ASSOCIAÇÃO COMERCIAL  E EMPRESARIAL DE JACIARA,15032758000189,,4377,78820000,1360,,66 3461-1355,66 3461-1242,,acijac@gmail.com,,N,t,RUA MOEMA,CENTRO,,,,2012-04-17,2012-04-17,,1,,,,,sistema,,,,,29,
1910,57,Assoc Coml Indl de Jales,45130234000191,,9274,15700002,3097,,1736221540,,1736221540,acejales@acejales.com.br,www.acijales.com.br,S,t,Avenida Francisco Jalles 3097,CENTRO,,,,2023-04-05,2023-04-05,05837319883,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1911,57,Assoc Coml Indl Pederneiras,47588249000123,,9159,17280000,420,,1432841658,14 3284-4622,1432841658,acip@ipnet.com.br,www.acepederneiras.com.br,S,t,rua Coronel Coimbra 420 sul,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1912,46,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE IBIPORÃ,78293891000109,1965-08-05,6150,86200000,325,1º ANDAR,43 3158-1260,43 3258-1438,43 3158-1260,aceib@aceibi.com.br,www.aceibi.com.br,S,t,AVENIDA PARANÃ,CENTRO,,,,2013-01-10,2013-01-10,,1,,,,,sistema,,,,,29,
1913,46,Associação Comercial e Empresarial de Nova Prata do Iguaçu,78123353000176,1984-03-24,6371,85685000,31,,4635451235,46 3545-1235,46920006104,acianpi@hotmail.com,SEM SITE,S,t,"rua Armelindo Dalbosco, 15",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACENPI,,,sistema,pesquisa,,2023-04-05,,29,
1915,57,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE ITABERA,04380037000143,,9231,18440000,171,sala 06,15 3562-2003,15 3562-2004,,contato@aceitabera.com.br,www.aceitabera.com.br,S,t,Rua Coronel Amantino,CENTRO,,,,2012-12-12,2012-12-12,,1,,,,,sistema,,,,,29,
1916,56,ASSOCIAÇÃO COMERCIAL E  EMPRESARIAL DE LAGARTO,32741050000116,,8802,49400000,485,,,,,,,S,t,AV. LIBERIO MONTEIRO,CENTRO,,,,2013-07-15,2013-07-15,,1,,,,,sistema,,,,,29,
1917,57,Assoc Coml Emprl de Osasco,73074098000103,,9432,6086055,701,CASA,1136517755,11 3651-7766,1136517755,secretariapresidente@aceo.com.br,http://www.aceo.com.br,S,t,Dionysia Alves Barreto 701,VILA OSASCO,,,,2023-04-05,2023-04-05,20552173134,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1918,46,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE PAIÇANDU,74144635000107,1993-05-18,6396,87140000,174,CAIXA POSTAL 31,44 3244-2211,44 3244-2211,,accipaicandu@hotmail.com,www.acippaincandu.com.br,S,t,AVENIDA CURITIBA,CENTRO,,,,2013-01-10,2013-01-10,,1,,,,,sistema,,,,,29,
1919,57,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE PEDREGULHO,04898681000108,,9472,14470000,72,,16 3171-3336,16 3171-1584,,acep_pedregulho@yahoo.com.br,,S,t,RUA JOAQUIM BARBOSA LIMA,CENTRO,,,,2013-01-07,2013-01-07,,1,,,,,sistema,,,,,29,
1921,57,Assoc Coml Emprl de Mairinque,04828023000140,,9337,18120000,484,,1147184009,11 4718-4009,1147181040,secretaria@acemk.com.br,www.acemk.com.br,S,t,rua Monteiro Lobato 484,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1922,46,Associação Comercial e Industrial de Santa Tereza do Oeste,05679702000167,2003-05-05,6597,85825000,51,,45991049030,45 3231-2202,4532311357,acist_tereza@hotmail.com,WWW.ACIST.COM.BR,S,t,av. Assunção Nº548 Sala 11 Shopping Menin,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIST,,,sistema,pesquisa,,2023-04-05,,29,
1923,38,Associação Comercial e Industrial de Itaporã,02475469000102,1995-03-13,4182,79890000,05,ANEXO A RODOVIÁRIA,34512324,,998059247,associacao_comercial@hotmail.com,associacaocomercialitapora@hotmail.com,S,t,"rua dr. Camilo Hermelindo da Silva, 830 - Sala 05",ITAPORÃ,,,,2023-04-05,2023-04-05,,1,,ACITA,,,sistema,pesquisa,,2023-04-05,,29,
1924,34,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E DE SERVIÇOS DE CANDEIAS",03979427000171,2000-05-17,2867,37280000,72,SALA 03,35 3833-1613,35 3833-1613,,aciscan@aciscan.com.br,,S,t,PRAÇA ACHILES LANGSDORFF,CENTRO,,,,2012-10-22,2012-10-22,,1,,,,,sistema,,,,,29,
1925,32,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGROP. DE ITARUMÃ",,2005-04-14,2202,75810000,,,64 3659-1540,-64,,aciaispc@bol.com.br,rosanychaves@hotmail.com.,N,f,Rua Minas Gerais nº 55,VL NOVA ESPERANCA,,,,,,,1,,,,,sistema,,,,,29,
1926,31,Associação Comercial e Empresarial de Muqui,02718431000113,1998-06-30,1942,29480000,50,,28992717077,,,acimmuqui@gmail.com,www.ace-muqui.org.br,S,t,rua Bernardino Monteiro 97,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACE Muqui,,,sistema,pesquisa,,2023-04-05,,29,
1927,34,ASSOCIAÇÃO DO COMÉRCIO E INDÚSTRIA DE POUSO ALEGRE,19132398000148,,2888,37550035,,,35 3449-8918,,35 3449-8920,acipa@acipa.com.br,www.acipa.com.br,S,t,Praça Senador José Bento,CENTRO,,,,2023-06-15,2023-06-15,,1,,ACIPA,ACIPA2,,sistema,gabriel.lima,,2023-06-15,,29,
1928,54,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL, DE SERVIÇO E AGROP. DE RONDA ALTA",89965206000160,,8053,99670000,255,,54 3364-1399,54 3364-1399,,acira@mksnet.com.br,,N,t,RUA DUQUE DE CAXIAS,CENTRO,,,,2020-09-24,2010-08-25,,1,,,,,sistema,,,,,29,
1929,32,ASSOCIAÇÃO COMERCIAL DE MUNDO NOVO,03519878000126,,2244,76530000,122,,62 3391-3446,62 3391-3237,,acimn@uol.com.br,,S,t,RUA MARCONDES VAZ,CENTRO,,,,2010-10-05,2010-10-05,,1,,,,,sistema,,,,,29,
1930,57,Assoc Coml Indl Pirangi,01730117000193,,9497,15820000,988,SALA A,1733861850,,1733862000,acip@pirangi.com.br,www.acipirangi.com.br,S,t,rua dr. Campos Salles 1834 sl a,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1931,39,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE CHAPADA DOS GUIMARÃES,,2005-04-14,4331,78195000,,,65 3301-1079,-65,,acecg@vsp.com.br,,N,f,"RUA DESEMBARGADOR ALBUQUERQUE DE CAMPOS, 164",CENTRO,,,,,,,1,,,,,sistema,,,,,29,
1932,34,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE DOM SILVÉRIO,,2005-04-14,3057,35440000,,,31 3857-1428,31 3857-1378,,asilverio@ligbr.com.br,,N,f,"RUA CARLOS NUNES CORDEIRO, 19  SALA 04",CENTRO,,,,,,,1,,,,,sistema,,,,,29,
1934,39,Associação Comercial e Empresarial de Guarantã do Norte - mt,00874404000104,,4367,78520000,735,,66996077249,66 3552-1881,,acegmt@gmail.com,www.acegmt.com.br,S,t,"Avenida Jatobá, nº 735",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACEG,,,sistema,pesquisa,,2023-04-05,,29,
1935,38,Associação Comercial e Industrial de Iguatemi,03470937000119,1981-09-11,4173,79960000,705,,67992802896,,6734711087,acini_igt@hotmail.com,NAO TEM,S,t,"Avenida Presidente Vargas , Nº1611",Centro,,,,2023-04-05,2023-04-05,,1,,ACINI,,,sistema,pesquisa,,2023-04-05,,29,
1936,39,Associação Comercial e Empresarial de Juína,15359508000158,,4384,78320000,65,,6635662050,66 3566-2050,6635661888,ascomjuina@gmail.com,ASCOMJUINA.COM.BR,S,t,"Avenida Londrina, 1296n",CENTRO,,,,2023-04-05,2023-04-05,,1,,ASCOM,,,sistema,pesquisa,,2023-04-05,,29,
1937,57,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE OUROESTE,02014537000136,,9438,15685000,1600,,01 7381-6114,,,acio_ouroeste@hotmail.com,,S,t,RUA BRAS CUBAS,CENTRO,,,,2014-12-09,2013-01-07,05837319883,1,,,,,sistema,,,,,29,
1938,55,ASSOCIAÇÃO EMPRESARIAL DE PALHOÇA,73278152000124,,8589,88130200,10,"PISO SUPERIOR, CENTRO",48 3242-1830,48 3242-0230,,contato@acipsc.com.br,,S,t,PRACA SETE DE SETEMBRO,CENTRO,,,,2023-01-18,2023-01-18,,1,,ACIPS,,,sistema,Mluiza,,2023-01-18,,29,
1939,34,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE PARAISÓPOLIS,19053164000105,,3536,37660000,660,,35 3651-1170,35 3651-1170,,acip.paraisopolis@hotmail.com,,S,t,RUA SILVIANO BRANDÃO,CENTRO,,,,2013-05-17,2013-05-17,,1,,,,,sistema,,,,,29,
1942,57,Assoc Coml Indl de Cotia,51446607000130,,9082,6703001,111,"3º ANDAR, SALA 34",1146163088,,1146163088,acec.cotia@ig.com.br,www.acecotia.com.br,S,t,Professor Jose Barreto 111 Centro 3 Sala 37,CENTRO (CAUCAIA DO ALTO),,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
1943,46,Associacao Empresarial de Dois Vizinhos,77092559000113,1976-04-21,6030,85660000,139,,4635361235,46 3536-1235,46988061469,edv@acedv.com.br,acedv.com.br,S,t,"av. Dedi Barrichelo Montagner, 139",CENTRO,,,,2023-04-05,2023-04-05,85990744900,1,,ACEDV/CDL,,,sistema,pesquisa,,2023-04-05,,29,
1944,33,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGRÍCOLA DE RIACHÃO",01228128000170,,2553,65990000,00,,99 3531-9072,99 3531-0151,,aciariachao@yahoo.com.br,,S,t,"PRACA COSME COELHO, S/N",CENTRO,,,,2010-09-14,2010-09-14,,1,,,,,sistema,,,,,29,
